-6.1 0.000211946
-6.07555 0.000243005
-6.0511 0.000293713
-6.02665 0.000401636
-6.0022 0.00104075
-5.97776 0.00383116
-5.95331 0.00553285
-5.92886 0.00684049
-5.90441 0.00794861
-5.87996 0.00893158
-5.85551 0.00982687
-5.83106 0.010657
-5.80661 0.0114364
-5.78216 0.0121748
-5.75772 0.0128803
-5.73327 0.0135563
-5.70882 0.0142075
-5.68437 0.0148377
-5.65992 0.0154533
-5.63547 0.0160466
-5.61102 0.0166296
-5.58657 0.0172029
-5.56212 0.0177621
-5.53768 0.0183084
-5.51323 0.0188468
-5.48878 0.0193789
-5.46433 0.019904
-5.43988 0.0204199
-5.41543 0.0209264
-5.39098 0.0214296
-5.36653 0.0219359
-5.34208 0.0224261
-5.31764 0.0229139
-5.29319 0.0234096
-5.26874 0.0238826
-5.24429 0.0243693
-5.21984 0.0248433
-5.19539 0.025321
-5.17094 0.0257868
-5.14649 0.0262466
-5.12204 0.02673
-5.0976 0.0271904
-5.07315 0.0276504
-5.0487 0.0281264
-5.02425 0.0285857
-4.9998 0.0290319
-4.97535 0.0294943
-4.9509 0.0299571
-4.92645 0.0304153
-4.902 0.0308657
-4.87756 0.0313192
-4.85311 0.031786
-4.82866 0.0322408
-4.80421 0.0326982
-4.77976 0.0331672
-4.75531 0.033628
-4.73086 0.0340665
-4.70641 0.03453
-4.68196 0.0349838
-4.65752 0.0354257
-4.63307 0.0359029
-4.60862 0.0363488
-4.58417 0.0368203
-4.55972 0.0372801
-4.53527 0.037748
-4.51082 0.0382147
-4.48637 0.0386824
-4.46192 0.0391457
-4.43747 0.0396274
-4.41303 0.0400873
-4.38858 0.0405818
-4.36413 0.0410335
-4.33968 0.0415291
-4.31523 0.0419927
-4.29078 0.0424683
-4.26633 0.0429791
-4.24188 0.0434425
-4.21743 0.043932
-4.19299 0.0444443
-4.16854 0.0449236
-4.14409 0.0454191
-4.11964 0.04594
-4.09519 0.046436
-4.07074 0.0469231
-4.04629 0.0474532
-4.02184 0.0479813
-3.99739 0.0484615
-3.97295 0.0489747
-3.9485 0.0495123
-3.92405 0.0500386
-3.8996 0.0505571
-3.87515 0.0510531
-3.8507 0.0516049
-3.82625 0.0521509
-3.8018 0.0527165
-3.77735 0.053238
-3.75291 0.0537839
-3.72846 0.0543198
-3.70401 0.0549063
-3.67956 0.0554806
-3.65511 0.0560797
-3.63066 0.0566403
-3.60621 0.0572217
-3.58176 0.0577826
-3.55731 0.0583677
-3.53287 0.0589683
-3.50842 0.0595657
-3.48397 0.0602089
-3.45952 0.0608232
-3.43507 0.0614513
-3.41062 0.0620913
-3.38617 0.0627014
-3.36172 0.0633413
-3.33727 0.0639814
-3.31283 0.0646132
-3.28838 0.0652878
-3.26393 0.0659636
-3.23948 0.0666271
-3.21503 0.0673272
-3.19058 0.0680363
-3.16613 0.0687231
-3.14168 0.0694315
-3.11723 0.070174
-3.09279 0.0709112
-3.06834 0.0716528
-3.04389 0.0724193
-3.01944 0.0731928
-2.99499 0.0739572
-2.97054 0.0747468
-2.94609 0.0755631
-2.92164 0.0763819
-2.89719 0.0772077
-2.87275 0.0780418
-2.8483 0.0788756
-2.82385 0.0797697
-2.7994 0.0806629
-2.77495 0.0815521
-2.7505 0.0824583
-2.72605 0.0833811
-2.7016 0.0843534
-2.67715 0.0853438
-2.65271 0.0863333
-2.62826 0.0873497
-2.60381 0.0883757
-2.57936 0.0894438
-2.55491 0.0905614
-2.53046 0.0917149
-2.50601 0.092884
-2.48156 0.0940758
-2.45711 0.0953007
-2.43267 0.0965674
-2.40822 0.0978836
-2.38377 0.0992566
-2.35932 0.10069
-2.33487 0.102169
-2.31042 0.103698
-2.28597 0.105279
-2.26152 0.106927
-2.23707 0.108656
-2.21263 0.110481
-2.18818 0.112425
-2.16373 0.114514
-2.13928 0.116782
-2.11483 0.119277
-2.09038 0.122072
-2.06593 0.125296
-2.04148 0.129211
-2.01703 0.134559
-1.99259 0.142296
-1.96814 0.143424
-1.94369 0.143673
-1.91924 0.143783
-1.89479 0.143846
-1.87034 0.143882
-1.84589 0.14391
-1.82144 0.143917
-1.79699 0.143907
-1.77255 0.143889
-1.7481 0.14388
-1.72365 0.143853
-1.6992 0.143819
-1.67475 0.143805
-1.6503 0.143749
-1.62585 0.143737
-1.6014 0.143686
-1.57695 0.143627
-1.55251 0.143584
-1.52806 0.143544
-1.50361 0.143501
-1.47916 0.143458
-1.45471 0.143433
-1.43026 0.143439
-1.40581 0.143433
-1.38136 0.143355
-1.35691 0.143338
-1.33246 0.14337
-1.30802 0.143267
-1.28357 0.143318
-1.25912 0.143217
-1.23467 0.143269
-1.21022 0.143143
-1.18577 0.143231
-1.16132 0.143093
-1.13687 0.143124
-1.11242 0.14313
-1.08798 0.142985
-1.06353 0.143025
-1.03908 0.143066
-1.01463 0.14292
-0.99018 0.142857
-0.965731 0.14293
-0.941283 0.142978
-0.916834 0.142869
-0.892385 0.142742
